EC-Lab ASCII FILE
Nb header lines : 3                           
Ewe/V	I/mA	time/s	
6,0580188E-001	-1,3041747E-002	2,717999931337545E-001
6,0253179E-001	-1,3352137E-002	2,723999931185972E-001
5,9917372E-001	-1,3617098E-002	2,729999931034399E-001
5,9583497E-001	-1,3678947E-002	2,735999930882826E-001
5,9248078E-001	-1,3887784E-002	2,741999930731254E-001
5,8909231E-001	-1,4123345E-002	2,747999930579681E-001
5,8569998E-001	-1,4199322E-002	2,753999930428108E-001
5,8224261E-001	-1,4416559E-002	2,759999930276535E-001
5,7878542E-001	-1,4378761E-002	2,765999930124963E-001
5,7525176E-001	-1,4245899E-002	2,771999929973390E-001
5,7189757E-001	-1,4267280E-002	2,777999929821817E-001
5,6849378E-001	-1,4596761E-002	2,783999929670244E-001
5,6501353E-001	-1,4648302E-002	2,789999929518672E-001
